Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
4/18/2024,AQS,350010029,1,20.8,ppb,19,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/19/2024,AQS,350010029,1,9.3,ppb,8,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/20/2024,AQS,350010029,1,5,ppb,5,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/21/2024,AQS,350010029,1,8.6,ppb,8,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/22/2024,AQS,350010029,1,16.4,ppb,15,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/23/2024,AQS,350010029,1,27.6,ppb,25,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/24/2024,AQS,350010029,1,22.7,ppb,21,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/25/2024,AQS,350010029,1,22.5,ppb,21,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/26/2024,AQS,350010029,1,4.4,ppb,4,SOUTH VALLEY,21,88,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/27/2024,AQS,350010029,1,3,ppb,3,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/28/2024,AQS,350010029,1,13.7,ppb,12,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/29/2024,AQS,350010029,1,16.7,ppb,15,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
4/30/2024,AQS,350010029,1,23.5,ppb,22,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/1/2024,AQS,350010029,1,21.8,ppb,20,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/2/2024,AQS,350010029,1,29.9,ppb,27,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/3/2024,AQS,350010029,1,17.9,ppb,16,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/4/2024,AQS,350010029,1,7.3,ppb,7,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/5/2024,AQS,350010029,1,4.7,ppb,4,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/6/2024,AQS,350010029,1,6.6,ppb,6,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/7/2024,AQS,350010029,1,23.1,ppb,22,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/8/2024,AQS,350010029,1,12.8,ppb,11,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/9/2024,AQS,350010029,1,20.3,ppb,19,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/10/2024,AQS,350010029,1,2.9,ppb,2,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/11/2024,AQS,350010029,1,6.3,ppb,6,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/12/2024,AQS,350010029,1,7.7,ppb,7,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/13/2024,AQS,350010029,1,18.9,ppb,17,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/14/2024,AQS,350010029,1,21.8,ppb,20,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/15/2024,AQS,350010029,1,21.2,ppb,20,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/16/2024,AQS,350010029,1,10.7,ppb,9,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/17/2024,AQS,350010029,1,16.9,ppb,15,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/18/2024,AQS,350010029,1,22.2,ppb,21,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/19/2024,AQS,350010029,1,5.9,ppb,5,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/20/2024,AQS,350010029,1,22.3,ppb,21,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/21/2024,AQS,350010029,1,16.6,ppb,15,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/22/2024,AQS,350010029,1,13.7,ppb,12,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/23/2024,AQS,350010029,1,25.6,ppb,24,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/24/2024,AQS,350010029,1,17.8,ppb,16,SOUTH VALLEY,21,88,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/25/2024,AQS,350010029,1,7.5,ppb,7,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/26/2024,AQS,350010029,1,13.7,ppb,12,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/27/2024,AQS,350010029,1,17.7,ppb,16,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/28/2024,AQS,350010029,1,25.6,ppb,24,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/29/2024,AQS,350010029,1,8.2,ppb,8,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/30/2024,AQS,350010029,1,21.6,ppb,20,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
5/31/2024,AQS,350010029,1,12.9,ppb,11,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/1/2024,AQS,350010029,1,5.4,ppb,5,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/2/2024,AQS,350010029,1,9.4,ppb,8,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/3/2024,AQS,350010029,1,22.1,ppb,21,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/4/2024,AQS,350010029,1,20.4,ppb,19,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/5/2024,AQS,350010029,1,26.5,ppb,25,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/6/2024,AQS,350010029,1,25.6,ppb,24,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/7/2024,AQS,350010029,1,19.9,ppb,18,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/8/2024,AQS,350010029,1,14.5,ppb,13,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/9/2024,AQS,350010029,1,4.8,ppb,4,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/10/2024,AQS,350010029,1,15.6,ppb,14,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/11/2024,AQS,350010029,1,16.5,ppb,15,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/12/2024,AQS,350010029,1,17,ppb,16,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/13/2024,AQS,350010029,1,28.8,ppb,26,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/14/2024,AQS,350010029,1,8.9,ppb,8,SOUTH VALLEY,22,92,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/15/2024,AQS,350010029,1,11.3,ppb,10,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/16/2024,AQS,350010029,1,11.2,ppb,10,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/17/2024,AQS,350010029,1,21.9,ppb,20,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/18/2024,AQS,350010029,1,18,ppb,17,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/19/2024,AQS,350010029,1,10.5,ppb,9,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/20/2024,AQS,350010029,1,4.8,ppb,4,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/21/2024,AQS,350010029,1,8.1,ppb,8,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/22/2024,AQS,350010029,1,14.8,ppb,13,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/23/2024,AQS,350010029,1,20.9,ppb,19,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/24/2024,AQS,350010029,1,20.1,ppb,19,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/26/2024,AQS,350010029,1,16.2,ppb,15,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/27/2024,AQS,350010029,1,15.9,ppb,14,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/28/2024,AQS,350010029,1,9.5,ppb,8,SOUTH VALLEY,21,88,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/29/2024,AQS,350010029,1,12.1,ppb,11,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
6/30/2024,AQS,350010029,1,5.9,ppb,5,SOUTH VALLEY,22,92,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/1/2024,AQS,350010029,1,18,ppb,17,SOUTH VALLEY,22,92,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/2/2024,AQS,350010029,1,12.3,ppb,11,SOUTH VALLEY,18,75,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/3/2024,AQS,350010029,1,10.8,ppb,9,SOUTH VALLEY,22,92,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/4/2024,AQS,350010029,1,26.3,ppb,25,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/5/2024,AQS,350010029,1,17.3,ppb,16,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/6/2024,AQS,350010029,1,25.1,ppb,24,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/7/2024,AQS,350010029,1,11.5,ppb,10,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/8/2024,AQS,350010029,1,3.9,ppb,3,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/9/2024,AQS,350010029,1,10.1,ppb,9,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/10/2024,AQS,350010029,1,16.4,ppb,15,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/11/2024,AQS,350010029,1,21.9,ppb,20,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/12/2024,AQS,350010029,1,21.1,ppb,20,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/13/2024,AQS,350010029,1,15.7,ppb,14,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/14/2024,AQS,350010029,1,10.2,ppb,9,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/17/2024,AQS,350010029,1,1.5,ppb,1,SOUTH VALLEY,18,75,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/18/2024,AQS,350010029,1,8.6,ppb,8,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/19/2024,AQS,350010029,1,8.6,ppb,8,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/20/2024,AQS,350010029,1,7,ppb,7,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/21/2024,AQS,350010029,1,4.7,ppb,4,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/22/2024,AQS,350010029,1,8.8,ppb,8,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/24/2024,AQS,350010029,1,19.3,ppb,18,SOUTH VALLEY,18,75,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/25/2024,AQS,350010029,1,20.8,ppb,19,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/27/2024,AQS,350010029,1,7.6,ppb,7,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/28/2024,AQS,350010029,1,8.4,ppb,8,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/29/2024,AQS,350010029,1,18.8,ppb,17,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/30/2024,AQS,350010029,1,17.2,ppb,16,SOUTH VALLEY,22,92,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
7/31/2024,AQS,350010029,1,18.7,ppb,17,SOUTH VALLEY,21,88,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/1/2024,AQS,350010029,1,23.3,ppb,22,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/2/2024,AQS,350010029,1,10,ppb,9,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/3/2024,AQS,350010029,1,7.3,ppb,7,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/4/2024,AQS,350010029,1,5.7,ppb,5,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/5/2024,AQS,350010029,1,19.9,ppb,18,SOUTH VALLEY,18,75,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/6/2024,AQS,350010029,1,25.8,ppb,24,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/7/2024,AQS,350010029,1,15.1,ppb,14,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/8/2024,AQS,350010029,1,20.4,ppb,19,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/9/2024,AQS,350010029,1,8.4,ppb,8,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/10/2024,AQS,350010029,1,6,ppb,6,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/11/2024,AQS,350010029,1,7,ppb,7,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/12/2024,AQS,350010029,1,16.9,ppb,15,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/13/2024,AQS,350010029,1,20,ppb,19,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/14/2024,AQS,350010029,1,15.2,ppb,14,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/15/2024,AQS,350010029,1,18.6,ppb,17,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/16/2024,AQS,350010029,1,17.4,ppb,16,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/17/2024,AQS,350010029,1,9.9,ppb,8,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/18/2024,AQS,350010029,1,8.8,ppb,8,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/19/2024,AQS,350010029,1,23.9,ppb,22,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/20/2024,AQS,350010029,1,20.1,ppb,19,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/21/2024,AQS,350010029,1,22.2,ppb,21,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/22/2024,AQS,350010029,1,20.6,ppb,19,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/23/2024,AQS,350010029,1,15.9,ppb,14,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/24/2024,AQS,350010029,1,12.4,ppb,11,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/25/2024,AQS,350010029,1,5.5,ppb,5,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/26/2024,AQS,350010029,1,16.1,ppb,15,SOUTH VALLEY,23,96,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/27/2024,AQS,350010029,1,17.1,ppb,16,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/28/2024,AQS,350010029,1,12.4,ppb,11,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/29/2024,AQS,350010029,1,8.6,ppb,8,SOUTH VALLEY,22,92,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/30/2024,AQS,350010029,1,6,ppb,6,SOUTH VALLEY,21,88,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
8/31/2024,AQS,350010029,1,9.6,ppb,8,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
9/1/2024,AQS,350010029,1,7.5,ppb,7,SOUTH VALLEY,24,100,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
9/2/2024,AQS,350010029,1,5.3,ppb,5,SOUTH VALLEY,19,79,42602,Nitrogen dioxide (NO2),99,10740,"Albuquerque, NM",35,New Mexico,1,Bernalillo,35.01708,-106.65739
